Year,Month,Day,Hour,PV_GENERATION_2,WT_GENERATION,SMP,Factor_ADJ,고압B 선택2,고압B 선택3,고압C 선택2
2040,7,3,3,0.0,0.1864,84.85,0.9612,0.9612,0.99,0.942
2040,7,3,4,0.0,0.128,97.72,0.925,0.925,0.9528,0.9065
2040,7,3,5,0.0,0.3118,75.13,0.8939,0.8939,0.9208,0.8761
2040,7,3,6,0.0425,0.368,102.79,0.8701,0.8701,0.8962,0.8527
2040,7,3,7,0.3035,0.1914,85.38,0.8551,0.8551,0.8808,0.838
2040,7,3,8,0.4599,0.4634,107.6,0.85,0.85,0.8755,0.833
2040,7,3,9,0.6217,0.2557,113.25,0.8551,0.8551,0.8808,0.838
2040,7,3,10,0.7685,0.4191,115.85,0.8701,0.8701,0.8962,0.8527
2040,7,3,11,0.9336,0.2166,119.52,0.8939,0.8939,0.9208,0.8761
2040,7,3,12,0.9668,0.2828,110.87,0.925,0.925,0.9528,0.9065
2040,7,3,13,0.966,0.2407,143.48,0.9612,0.9612,0.99,0.942
2040,7,3,14,0.8674,0.3172,116.17,1.0,1.0,1.03,0.98
2040,7,3,15,0.5523,0.1832,110.67,1.0388,1.0388,1.07,1.018
2040,7,3,16,0.451,0.3378,125.74,1.075,1.075,1.1072,1.0535
2040,7,3,17,0.2021,0.2393,126.26,1.1061,1.1061,1.1392,1.0839
2040,7,3,18,0.0,0.2988,115.96,1.1299,1.1299,1.1638,1.1073
2040,7,3,19,0.0,0.3959,120.3,1.1449,1.1449,1.1792,1.122
2040,7,3,20,0.0,0.3192,115.01,1.15,1.15,1.1845,1.127
2040,7,3,21,0.0,0.2816,112.96,1.1449,1.1449,1.1792,1.122
2040,7,3,22,0.0,0.195,99.08,1.1299,1.1299,1.1638,1.1073
2040,7,3,23,0.0,0.2787,86.58,1.1061,1.1061,1.1392,1.0839
2040,7,4,0,0.0,0.3448,92.76,1.075,1.075,1.1072,1.0535
2040,7,4,1,0.0,0.2175,91.6,1.0388,1.0388,1.07,1.018
2040,7,4,2,0.0,0.2532,76.78,1.0,1.0,1.03,0.98
2040,7,4,3,0.0,0.4302,87.66,0.9612,0.9612,0.99,0.942
2040,7,4,4,0.0,0.5158,83.34,0.925,0.925,0.9528,0.9065
2040,7,4,5,0.0,0.124,89.18,0.8939,0.8939,0.9208,0.8761
2040,7,4,6,0.0,0.3224,87.38,0.8701,0.8701,0.8962,0.8527
2040,7,4,7,0.2729,0.2187,100.47,0.8551,0.8551,0.8808,0.838
2040,7,4,8,0.5466,0.0486,104.9,0.85,0.85,0.8755,0.833
2040,7,4,9,0.6655,0.3448,96.44,0.8551,0.8551,0.8808,0.838
2040,7,4,10,0.7709,0.2138,114.48,0.8701,0.8701,0.8962,0.8527
2040,7,4,11,0.8818,0.2948,120.47,0.8939,0.8939,0.9208,0.8761
2040,7,4,12,0.8448,0.3012,138.87,0.925,0.925,0.9528,0.9065
2040,7,4,13,0.9808,0.4918,124.21,0.9612,0.9612,0.99,0.942
2040,7,4,14,0.9021,0.1365,125.33,1.0,1.0,1.03,0.98
2040,7,4,15,0.6956,0.2937,141.1,1.0388,1.0388,1.07,1.018
2040,7,4,16,0.4771,0.3034,130.72,1.075,1.075,1.1072,1.0535
2040,7,4,17,0.2264,0.1528,128.45,1.1061,1.1061,1.1392,1.0839
2040,7,4,18,0.0097,0.0955,126.68,1.1299,1.1299,1.1638,1.1073
2040,7,4,19,0.0,0.2633,121.14,1.1449,1.1449,1.1792,1.122
2040,7,4,20,0.0,0.5183,117.42,1.15,1.15,1.1845,1.127
2040,7,4,21,0.0,0.3661,120.23,1.1449,1.1449,1.1792,1.122
2040,7,4,22,0.0,0.33,94.35,1.1299,1.1299,1.1638,1.1073
2040,7,4,23,0.0,0.3408,82.15,1.1061,1.1061,1.1392,1.0839
2040,7,5,0,0.0,0.496,85.57,1.075,1.075,1.1072,1.0535
2040,7,5,1,0.0,0.2103,87.53,1.0388,1.0388,1.07,1.018
2040,7,5,2,0.0,0.0527,91.0,1.0,1.0,1.03,0.98
2040,7,5,3,0.0,0.1484,75.7,0.9612,0.9612,0.99,0.942
2040,7,5,4,0.0,0.3423,93.63,0.925,0.925,0.9528,0.9065
2040,7,5,5,0.0,0.1928,85.63,0.8939,0.8939,0.9208,0.8761
2040,7,5,6,0.0,0.443,101.04,0.8701,0.8701,0.8962,0.8527
2040,7,5,7,0.3021,0.2919,104.18,0.8551,0.8551,0.8808,0.838
2040,7,5,8,0.5208,0.1379,98.03,0.85,0.85,0.8755,0.833
2040,7,5,9,0.7467,0.4276,114.61,0.8551,0.8551,0.8808,0.838
2040,7,5,10,0.8516,0.2739,124.36,0.8701,0.8701,0.8962,0.8527
2040,7,5,11,0.9055,0.1939,127.34,0.8939,0.8939,0.9208,0.8761
2040,7,5,12,0.9085,0.0173,123.24,0.925,0.925,0.9528,0.9065
2040,7,5,13,0.8902,0.3189,127.66,0.9612,0.9612,0.99,0.942
2040,7,5,14,0.8449,0.194,127.7,1.0,1.0,1.03,0.98
2040,7,5,15,0.7152,0.2497,140.91,1.0388,1.0388,1.07,1.018
2040,7,5,16,0.4438,0.245,130.96,1.075,1.075,1.1072,1.0535
2040,7,5,17,0.209,0.1549,137.6,1.1061,1.1061,1.1392,1.0839
2040,7,5,18,0.0702,0.1961,129.52,1.1299,1.1299,1.1638,1.1073
2040,7,5,19,0.0,0.3932,118.23,1.1449,1.1449,1.1792,1.122
2040,7,5,20,0.0,0.0897,116.18,1.15,1.15,1.1845,1.127
2040,7,5,21,0.0,0.173,108.78,1.1449,1.1449,1.1792,1.122
2040,7,5,22,0.0,0.1211,106.56,1.1299,1.1299,1.1638,1.1073
2040,7,5,23,0.0,0.3557,99.13,1.1061,1.1061,1.1392,1.0839
2040,7,6,0,0.0,0.3666,91.55,1.075,1.075,1.1072,1.0535
2040,7,6,1,0.0,0.3133,90.96,1.0388,1.0388,1.07,1.018
2040,7,6,2,0.0,0.3557,90.9,1.0,1.0,1.03,0.98
2040,7,6,3,0.0,0.4318,81.11,0.9612,0.9612,0.99,0.942
2040,7,6,4,0.0,0.1095,81.39,0.925,0.925,0.9528,0.9065
2040,7,6,5,0.0,0.3019,90.11,0.8939,0.8939,0.9208,0.8761
2040,7,6,6,0.0,0.2597,87.66,0.8701,0.8701,0.8962,0.8527
2040,7,6,7,0.2749,0.4022,102.73,0.8551,0.8551,0.8808,0.838
2040,7,6,8,0.4927,0.1814,112.38,0.85,0.85,0.8755,0.833
2040,7,6,9,0.7197,0.0989,118.58,0.8551,0.8551,0.8808,0.838
2040,7,6,10,0.8199,0.3634,117.19,0.8701,0.8701,0.8962,0.8527
2040,7,6,11,0.9034,0.3874,139.0,0.8939,0.8939,0.9208,0.8761
2040,7,6,12,0.9418,0.1488,132.57,0.925,0.925,0.9528,0.9065
2040,7,6,13,0.9346,0.0776,142.59,0.9612,0.9612,0.99,0.942
2040,7,6,14,0.8355,0.3,125.02,1.0,1.0,1.03,0.98
2040,7,6,15,0.6631,0.0586,137.72,1.0388,1.0388,1.07,1.018
2040,7,6,16,0.5093,0.1908,134.93,1.075,1.075,1.1072,1.0535
2040,7,6,17,0.2408,0.0242,118.18,1.1061,1.1061,1.1392,1.0839
2040,7,6,18,0.0,0.3115,143.08,1.1299,1.1299,1.1638,1.1073
2040,7,6,19,0.0,0.1067,120.0,1.1449,1.1449,1.1792,1.122
2040,7,6,20,0.0,0.3546,120.05,1.15,1.15,1.1845,1.127
2040,7,6,21,0.0,0.3444,106.04,1.1449,1.1449,1.1792,1.122
2040,7,6,22,0.0,0.1237,98.1,1.1299,1.1299,1.1638,1.1073
2040,7,6,23,0.0,0.1,111.79,1.1061,1.1061,1.1392,1.0839
2040,7,7,0,0.0,0.301,87.06,1.075,1.075,1.1072,1.0535
2040,7,7,1,0.0,0.2331,93.46,1.0388,1.0388,1.07,1.018
2040,7,7,2,0.0,0.3384,86.97,1.0,1.0,1.03,0.98
2040,7,7,3,0.0,0.1087,80.34,0.9612,0.9612,0.99,0.942
2040,7,7,4,0.0,0.1833,95.35,0.925,0.925,0.9528,0.9065
2040,7,7,5,0.0,0.2389,88.15,0.8939,0.8939,0.9208,0.8761
2040,7,7,6,0.0,0.0123,98.65,0.8701,0.8701,0.8962,0.8527
2040,7,7,7,0.3027,0.1426,95.94,0.8551,0.8551,0.8808,0.838
2040,7,7,8,0.4592,0.2569,109.94,0.85,0.85,0.8755,0.833
2040,7,7,9,0.6108,0.3094,103.36,0.8551,0.8551,0.8808,0.838
2040,7,7,10,0.8148,0.1948,108.03,0.8701,0.8701,0.8962,0.8527
2040,7,7,11,0.9113,0.3853,120.9,0.8939,0.8939,0.9208,0.8761
2040,7,7,12,1.0024,0.3377,118.01,0.925,0.925,0.9528,0.9065
2040,7,7,13,0.8676,0.2313,130.18,0.9612,0.9612,0.99,0.942
2040,7,7,14,0.937,0.1769,140.12,1.0,1.0,1.03,0.98
2040,7,7,15,0.6947,0.1175,141.02,1.0388,1.0388,1.07,1.018
2040,7,7,16,0.5092,0.3963,144.4,1.075,1.075,1.1072,1.0535
2040,7,7,17,0.1255,0.4235,135.63,1.1061,1.1061,1.1392,1.0839
2040,7,7,18,0.0,0.0636,134.21,1.1299,1.1299,1.1638,1.1073
2040,7,7,19,0.0,0.5319,107.79,1.1449,1.1449,1.1792,1.122
2040,7,7,20,0.0,0.3346,101.98,1.15,1.15,1.1845,1.127
2040,7,7,21,0.0,0.1429,118.18,1.1449,1.1449,1.1792,1.122
2040,7,7,22,0.0,0.0111,111.34,1.1299,1.1299,1.1638,1.1073
2040,7,7,23,0.0,0.3118,95.65,1.1061,1.1061,1.1392,1.0839
2040,7,8,0,0.0,0.0,90.24,1.075,1.075,1.1072,1.0535
2040,7,8,1,0.0,0.3189,96.44,1.0388,1.0388,1.07,1.018
2040,7,8,2,0.0,0.27,87.92,1.0,1.0,1.03,0.98
2040,7,8,3,0.0,0.3531,80.72,0.9612,0.9612,0.99,0.942
2040,7,8,4,0.0,0.2797,81.09,0.925,0.925,0.9528,0.9065
2040,7,8,5,0.0,0.1182,85.15,0.8939,0.8939,0.9208,0.8761
2040,7,8,6,0.0153,0.4046,94.87,0.8701,0.8701,0.8962,0.8527
2040,7,8,7,0.2266,0.2853,97.95,0.8551,0.8551,0.8808,0.838
2040,7,8,8,0.4997,0.3036,108.83,0.85,0.85,0.8755,0.833
2040,7,8,9,0.7298,0.2318,120.94,0.8551,0.8551,0.8808,0.838
2040,7,8,10,0.7861,0.3149,123.13,0.8701,0.8701,0.8962,0.8527
2040,7,8,11,0.9164,0.0838,124.42,0.8939,0.8939,0.9208,0.8761
2040,7,8,12,1.0196,0.4643,118.79,0.925,0.925,0.9528,0.9065
2040,7,8,13,0.9358,0.2418,129.48,0.9612,0.9612,0.99,0.942
2040,7,8,14,0.7588,0.237,140.28,1.0,1.0,1.03,0.98
2040,7,8,15,0.7687,0.3979,124.25,1.0388,1.0388,1.07,1.018
2040,7,8,16,0.3988,0.4505,132.69,1.075,1.075,1.1072,1.0535
2040,7,8,17,0.2108,0.4771,129.42,1.1061,1.1061,1.1392,1.0839
2040,7,8,18,0.0,0.2023,118.24,1.1299,1.1299,1.1638,1.1073
2040,7,8,19,0.0,0.1877,114.97,1.1449,1.1449,1.1792,1.122
2040,7,8,20,0.0,0.1395,99.63,1.15,1.15,1.1845,1.127
2040,7,8,21,0.0,0.2655,96.21,1.1449,1.1449,1.1792,1.122
2040,7,8,22,0.0,0.1947,104.87,1.1299,1.1299,1.1638,1.1073
2040,7,8,23,0.0,0.1149,97.15,1.1061,1.1061,1.1392,1.0839
2040,7,9,0,0.0,0.2319,86.47,1.075,1.075,1.1072,1.0535
2040,7,9,1,0.0,0.2204,89.88,1.0388,1.0388,1.07,1.018
2040,7,9,2,0.0,0.0665,79.38,1.0,1.0,1.03,0.98
2040,7,9,3,0.0,0.2409,84.12,0.9612,0.9612,0.99,0.942
2040,7,9,4,0.0,0.2351,67.77,0.925,0.925,0.9528,0.9065
2040,7,9,5,0.0,0.1184,85.32,0.8939,0.8939,0.9208,0.8761
2040,7,9,6,0.0,0.2692,92.61,0.8701,0.8701,0.8962,0.8527
2040,7,9,7,0.243,0.21,97.5,0.8551,0.8551,0.8808,0.838
2040,7,9,8,0.5106,0.3613,111.64,0.85,0.85,0.8755,0.833
2040,7,9,9,0.6856,0.1445,104.52,0.8551,0.8551,0.8808,0.838
2040,7,9,10,0.9238,0.2741,118.11,0.8701,0.8701,0.8962,0.8527
2040,7,9,11,0.8898,0.3657,125.27,0.8939,0.8939,0.9208,0.8761
2040,7,9,12,0.9654,0.3762,137.1,0.925,0.925,0.9528,0.9065
2040,7,9,13,0.9869,0.2615,126.96,0.9612,0.9612,0.99,0.942
2040,7,9,14,0.8555,0.197,132.71,1.0,1.0,1.03,0.98
2040,7,9,15,0.7215,0.5026,146.27,1.0388,1.0388,1.07,1.018
2040,7,9,16,0.5463,0.2699,130.06,1.075,1.075,1.1072,1.0535
2040,7,9,17,0.2997,0.2641,131.78,1.1061,1.1061,1.1392,1.0839
2040,7,9,18,0.0,0.2569,119.8,1.1299,1.1299,1.1638,1.1073
2040,7,9,19,0.0,0.3262,114.94,1.1449,1.1449,1.1792,1.122
2040,7,9,20,0.0,0.0454,113.82,1.15,1.15,1.1845,1.127
2040,7,9,21,0.0,0.0853,115.97,1.1449,1.1449,1.1792,1.122
2040,7,9,22,0.0,0.4466,104.08,1.1299,1.1299,1.1638,1.1073
2040,7,9,23,0.0,0.4502,101.8,1.1061,1.1061,1.1392,1.0839
2040,7,10,0,0.0,0.1789,89.24,1.075,1.075,1.1072,1.0535
2040,7,10,1,0.0,0.4555,82.17,1.0388,1.0388,1.07,1.018
2040,7,10,2,0.0,0.255,85.48,1.0,1.0,1.03,0.98
2040,7,10,3,0.0,0.3447,74.72,0.9612,0.9612,0.99,0.942
2040,7,10,4,0.0,0.2962,80.6,0.925,0.925,0.9528,0.9065
2040,7,10,5,0.0,0.2024,77.78,0.8939,0.8939,0.9208,0.8761
2040,7,10,6,0.0,0.1966,87.73,0.8701,0.8701,0.8962,0.8527
2040,7,10,7,0.227,0.2748,100.65,0.8551,0.8551,0.8808,0.838
2040,7,10,8,0.4705,0.3873,84.51,0.85,0.85,0.8755,0.833
2040,7,10,9,0.6534,0.2679,106.81,0.8551,0.8551,0.8808,0.838
2040,7,10,10,0.7973,0.2625,123.89,0.8701,0.8701,0.8962,0.8527
2040,7,10,11,0.9057,0.1614,111.65,0.8939,0.8939,0.9208,0.8761
2040,7,10,12,0.9854,0.3276,114.88,0.925,0.925,0.9528,0.9065
2040,7,10,13,0.8946,0.3881,143.24,0.9612,0.9612,0.99,0.942
2040,7,10,14,0.8895,0.4885,133.36,1.0,1.0,1.03,0.98
2040,7,10,15,0.6505,0.2211,135.88,1.0388,1.0388,1.07,1.018
2040,7,10,16,0.4604,0.2175,136.54,1.075,1.075,1.1072,1.0535
2040,7,10,17,0.2461,0.1304,132.63,1.1061,1.1061,1.1392,1.0839
2040,7,10,18,0.0,0.3373,135.0,1.1299,1.1299,1.1638,1.1073
2040,7,10,19,0.0,0.2314,108.31,1.1449,1.1449,1.1792,1.122
2040,7,10,20,0.0,0.3647,120.34,1.15,1.15,1.1845,1.127
2040,7,10,21,0.0,0.3308,112.65,1.1449,1.1449,1.1792,1.122
2040,7,10,22,0.0,0.119,120.01,1.1299,1.1299,1.1638,1.1073
2040,7,10,23,0.0,0.3236,103.05,1.1061,1.1061,1.1392,1.0839
2040,7,11,0,0.0,0.1133,93.13,1.075,1.075,1.1072,1.0535
2040,7,11,1,0.0,0.1218,90.39,1.0388,1.0388,1.07,1.018
2040,7,11,2,0.0,0.1777,78.63,1.0,1.0,1.03,0.98
2040,7,11,3,0.0,0.0891,90.43,0.9612,0.9612,0.99,0.942
2040,7,11,4,0.0,0.3016,68.39,0.925,0.925,0.9528,0.9065
2040,7,11,5,0.0,0.1601,90.74,0.8939,0.8939,0.9208,0.8761
2040,7,11,6,0.0495,0.2079,103.35,0.8701,0.8701,0.8962,0.8527
2040,7,11,7,0.3255,0.2729,88.59,0.8551,0.8551,0.8808,0.838
2040,7,11,8,0.4789,0.176,101.16,0.85,0.85,0.8755,0.833
2040,7,11,9,0.7249,0.1477,121.28,0.8551,0.8551,0.8808,0.838
2040,7,11,10,0.8203,0.2865,128.52,0.8701,0.8701,0.8962,0.8527
2040,7,11,11,0.8392,0.2851,115.05,0.8939,0.8939,0.9208,0.8761
2040,7,11,12,0.9453,0.4145,120.29,0.925,0.925,0.9528,0.9065
2040,7,11,13,0.8837,0.3504,124.74,0.9612,0.9612,0.99,0.942
2040,7,11,14,0.8761,0.352,129.53,1.0,1.0,1.03,0.98
2040,7,11,15,0.7318,0.2867,144.88,1.0388,1.0388,1.07,1.018
2040,7,11,16,0.4431,0.0954,136.61,1.075,1.075,1.1072,1.0535
2040,7,11,17,0.2757,0.1911,124.5,1.1061,1.1061,1.1392,1.0839
2040,7,11,18,0.0,0.4182,127.76,1.1299,1.1299,1.1638,1.1073
2040,7,11,19,0.0,0.4059,120.06,1.1449,1.1449,1.1792,1.122
2040,7,11,20,0.0,0.3981,119.59,1.15,1.15,1.1845,1.127
2040,7,11,21,0.0,0.1586,97.74,1.1449,1.1449,1.1792,1.122
2040,7,11,22,0.0,0.2697,105.66,1.1299,1.1299,1.1638,1.1073
2040,7,11,23,0.0,0.4865,91.23,1.1061,1.1061,1.1392,1.0839
2040,7,12,0,0.0,0.247,95.5,1.075,1.075,1.1072,1.0535
2040,7,12,1,0.0,0.2631,88.09,1.0388,1.0388,1.07,1.018
2040,7,12,2,0.0,0.3004,84.27,1.0,1.0,1.03,0.98
2040,7,12,3,0.0,0.2212,94.64,0.9612,0.9612,0.99,0.942
2040,7,12,4,0.0,0.2797,97.21,0.925,0.925,0.9528,0.9065
2040,7,12,5,0.0,0.408,82.14,0.8939,0.8939,0.9208,0.8761
2040,7,12,6,0.0503,0.3361,93.18,0.8701,0.8701,0.8962,0.8527
2040,7,12,7,0.2957,0.3584,101.27,0.8551,0.8551,0.8808,0.838
2040,7,12,8,0.4324,0.1938,97.65,0.85,0.85,0.8755,0.833
2040,7,12,9,0.6445,0.2383,102.34,0.8551,0.8551,0.8808,0.838
2040,7,12,10,0.8457,0.2365,125.5,0.8701,0.8701,0.8962,0.8527
2040,7,12,11,0.9934,0.0498,122.43,0.8939,0.8939,0.9208,0.8761
2040,7,12,12,0.8794,0.2375,119.62,0.925,0.925,0.9528,0.9065
2040,7,12,13,0.8646,0.2125,126.79,0.9612,0.9612,0.99,0.942
2040,7,12,14,0.9128,0.4459,138.97,1.0,1.0,1.03,0.98
2040,7,12,15,0.6143,0.3091,130.45,1.0388,1.0388,1.07,1.018
2040,7,12,16,0.4638,0.1547,133.87,1.075,1.075,1.1072,1.0535
2040,7,12,17,0.2726,0.2823,117.47,1.1061,1.1061,1.1392,1.0839
2040,7,12,18,0.0,0.3788,134.74,1.1299,1.1299,1.1638,1.1073
2040,7,12,19,0.0,0.1998,110.79,1.1449,1.1449,1.1792,1.122
2040,7,12,20,0.0,0.2573,110.06,1.15,1.15,1.1845,1.127
2040,7,12,21,0.0,0.1579,96.01,1.1449,1.1449,1.1792,1.122
2040,7,12,22,0.0,0.2196,113.06,1.1299,1.1299,1.1638,1.1073
2040,7,12,23,0.0,0.1352,95.51,1.1061,1.1061,1.1392,1.0839
2040,7,13,0,0.0,0.3699,86.4,1.075,1.075,1.1072,1.0535
2040,7,13,1,0.0,0.0754,88.8,1.0388,1.0388,1.07,1.018
2040,7,13,2,0.0,0.2782,87.77,1.0,1.0,1.03,0.98
2040,7,13,3,0.0,0.2475,78.46,0.9612,0.9612,0.99,0.942
2040,7,13,4,0.0,0.4674,85.24,0.925,0.925,0.9528,0.9065
2040,7,13,5,0.0,0.306,99.69,0.8939,0.8939,0.9208,0.8761
2040,7,13,6,0.0487,0.2309,90.01,0.8701,0.8701,0.8962,0.8527
2040,7,13,7,0.3116,0.3537,107.62,0.8551,0.8551,0.8808,0.838
2040,7,13,8,0.508,0.1197,99.9,0.85,0.85,0.8755,0.833
2040,7,13,9,0.7402,0.1585,105.81,0.8551,0.8551,0.8808,0.838
2040,7,13,10,0.9518,0.1761,121.06,0.8701,0.8701,0.8962,0.8527
2040,7,13,11,0.9003,0.2827,132.85,0.8939,0.8939,0.9208,0.8761
2040,7,13,12,1.0211,0.1665,136.93,0.925,0.925,0.9528,0.9065
2040,7,13,13,0.8485,0.3022,142.83,0.9612,0.9612,0.99,0.942
2040,7,13,14,0.8079,0.1542,144.48,1.0,1.0,1.03,0.98
2040,7,13,15,0.7201,0.2409,134.9,1.0388,1.0388,1.07,1.018
2040,7,13,16,0.4324,0.0459,123.59,1.075,1.075,1.1072,1.0535
2040,7,13,17,0.2047,0.2143,126.8,1.1061,1.1061,1.1392,1.0839
2040,7,13,18,0.0,0.0804,126.09,1.1299,1.1299,1.1638,1.1073
2040,7,13,19,0.0,0.3103,127.09,1.1449,1.1449,1.1792,1.122
2040,7,13,20,0.0,0.3199,123.93,1.15,1.15,1.1845,1.127
2040,7,13,21,0.0,0.0,129.46,1.1449,1.1449,1.1792,1.122
2040,7,13,22,0.0,0.4107,105.11,1.1299,1.1299,1.1638,1.1073
2040,7,13,23,0.0,0.2101,95.36,1.1061,1.1061,1.1392,1.0839
2040,7,14,0,0.0,0.2153,74.78,1.075,1.075,1.1072,1.0535
2040,7,14,1,0.0,0.2257,87.69,1.0388,1.0388,1.07,1.018
2040,7,14,2,0.0,0.3018,89.87,1.0,1.0,1.03,0.98
2040,7,14,3,0.0,0.4015,82.89,0.9612,0.9612,0.99,0.942
2040,7,14,4,0.0,0.2787,86.0,0.925,0.925,0.9528,0.9065
2040,7,14,5,0.0,0.3316,83.66,0.8939,0.8939,0.9208,0.8761
2040,7,14,6,0.062,0.2791,79.55,0.8701,0.8701,0.8962,0.8527
2040,7,14,7,0.2501,0.2633,102.98,0.8551,0.8551,0.8808,0.838
2040,7,14,8,0.5073,0.3412,89.22,0.85,0.85,0.8755,0.833
2040,7,14,9,0.731,0.3305,110.45,0.8551,0.8551,0.8808,0.838
2040,7,14,10,0.8501,0.1669,109.08,0.8701,0.8701,0.8962,0.8527
2040,7,14,11,0.8819,0.4081,119.28,0.8939,0.8939,0.9208,0.8761
2040,7,14,12,0.9772,0.1087,128.49,0.925,0.925,0.9528,0.9065
2040,7,14,13,0.9601,0.1698,134.45,0.9612,0.9612,0.99,0.942
2040,7,14,14,0.83,0.3782,134.95,1.0,1.0,1.03,0.98
2040,7,14,15,0.7055,0.117,148.95,1.0388,1.0388,1.07,1.018
2040,7,14,16,0.4603,0.0927,141.2,1.075,1.075,1.1072,1.0535
2040,7,14,17,0.3261,0.2785,119.98,1.1061,1.1061,1.1392,1.0839
2040,7,14,18,0.1011,0.1893,124.64,1.1299,1.1299,1.1638,1.1073
2040,7,14,19,0.0,0.229,115.88,1.1449,1.1449,1.1792,1.122
2040,7,14,20,0.0,0.0812,104.05,1.15,1.15,1.1845,1.127
2040,7,14,21,0.0,0.2038,107.98,1.1449,1.1449,1.1792,1.122
2040,7,14,22,0.0,0.1067,108.41,1.1299,1.1299,1.1638,1.1073
2040,7,14,23,0.0,0.3056,100.57,1.1061,1.1061,1.1392,1.0839
2040,7,15,0,0.0,0.3665,102.35,1.075,1.075,1.1072,1.0535
2040,7,15,1,0.0,0.1749,83.62,1.0388,1.0388,1.07,1.018
2040,7,15,2,0.0,0.0156,77.17,1.0,1.0,1.03,0.98
2040,7,15,3,0.0,0.2672,85.68,0.9612,0.9612,0.99,0.942
2040,7,15,4,0.0,0.4809,89.77,0.925,0.925,0.9528,0.9065
2040,7,15,5,0.0,0.2997,94.4,0.8939,0.8939,0.9208,0.8761
2040,7,15,6,0.0,0.2958,90.66,0.8701,0.8701,0.8962,0.8527
2040,7,15,7,0.2985,0.2194,89.31,0.8551,0.8551,0.8808,0.838
2040,7,15,8,0.4825,0.3802,98.13,0.85,0.85,0.8755,0.833
2040,7,15,9,0.6832,0.3721,116.91,0.8551,0.8551,0.8808,0.838
2040,7,15,10,0.8237,0.0852,107.54,0.8701,0.8701,0.8962,0.8527
2040,7,15,11,0.9465,0.2759,117.39,0.8939,0.8939,0.9208,0.8761
2040,7,15,12,0.9773,0.1927,126.25,0.925,0.925,0.9528,0.9065
2040,7,15,13,1.0061,0.4481,131.27,0.9612,0.9612,0.99,0.942
2040,7,15,14,0.8305,0.2084,143.58,1.0,1.0,1.03,0.98
2040,7,15,15,0.6405,0.0,137.19,1.0388,1.0388,1.07,1.018
2040,7,15,16,0.5612,0.5255,128.13,1.075,1.075,1.1072,1.0535
2040,7,15,17,0.3128,0.1962,143.29,1.1061,1.1061,1.1392,1.0839
2040,7,15,18,0.0,0.3993,131.45,1.1299,1.1299,1.1638,1.1073
2040,7,15,19,0.0,0.4259,122.68,1.1449,1.1449,1.1792,1.122
2040,7,15,20,0.0,0.3592,108.35,1.15,1.15,1.1845,1.127
2040,7,15,21,0.0,0.1209,113.94,1.1449,1.1449,1.1792,1.122
2040,7,15,22,0.0,0.2029,100.26,1.1299,1.1299,1.1638,1.1073
2040,7,15,23,0.0,0.2102,94.76,1.1061,1.1061,1.1392,1.0839
2040,7,16,0,0.0,0.2067,98.49,1.075,1.075,1.1072,1.0535
2040,7,16,1,0.0,0.0,86.7,1.0388,1.0388,1.07,1.018
2040,7,16,2,0.0,0.2555,78.8,1.0,1.0,1.03,0.98
2040,7,16,3,0.0,0.1087,83.75,0.9612,0.9612,0.99,0.942
2040,7,16,4,0.0,0.1685,81.08,0.925,0.925,0.9528,0.9065
2040,7,16,5,0.0,0.3303,83.59,0.8939,0.8939,0.9208,0.8761
2040,7,16,6,0.0,0.1208,108.3,0.8701,0.8701,0.8962,0.8527
2040,7,16,7,0.1958,0.0824,96.16,0.8551,0.8551,0.8808,0.838
2040,7,16,8,0.4393,0.3075,96.6,0.85,0.85,0.8755,0.833
2040,7,16,9,0.7212,0.3063,101.87,0.8551,0.8551,0.8808,0.838
2040,7,16,10,0.8088,0.0841,119.72,0.8701,0.8701,0.8962,0.8527
2040,7,16,11,0.9058,0.1926,125.46,0.8939,0.8939,0.9208,0.8761
2040,7,16,12,0.9612,0.2183,130.91,0.925,0.925,0.9528,0.9065
2040,7,16,13,0.9044,0.2224,131.0,0.9612,0.9612,0.99,0.942
2040,7,16,14,0.8389,0.2298,139.59,1.0,1.0,1.03,0.98
2040,7,16,15,0.6288,0.13,123.12,1.0388,1.0388,1.07,1.018
2040,7,16,16,0.5059,0.2154,133.7,1.075,1.075,1.1072,1.0535
2040,7,16,17,0.1603,0.3066,131.43,1.1061,1.1061,1.1392,1.0839
2040,7,16,18,0.0153,0.4643,122.65,1.1299,1.1299,1.1638,1.1073
2040,7,16,19,0.0,0.155,126.71,1.1449,1.1449,1.1792,1.122
2040,7,16,20,0.0,0.2381,108.8,1.15,1.15,1.1845,1.127
2040,7,16,21,0.0,0.3102,104.87,1.1449,1.1449,1.1792,1.122
2040,7,16,22,0.0,0.0579,100.18,1.1299,1.1299,1.1638,1.1073
2040,7,16,23,0.0,0.3929,103.73,1.1061,1.1061,1.1392,1.0839
2040,7,17,0,0.0,0.3838,90.27,1.075,1.075,1.1072,1.0535
2040,7,17,1,0.0,0.1951,95.25,1.0388,1.0388,1.07,1.018
2040,7,17,2,0.0,0.0601,92.81,1.0,1.0,1.03,0.98
2040,7,17,3,0.0,0.2033,62.0,0.9612,0.9612,0.99,0.942
2040,7,17,4,0.0,0.276,86.45,0.925,0.925,0.9528,0.9065
2040,7,17,5,0.0,0.4282,87.32,0.8939,0.8939,0.9208,0.8761
2040,7,17,6,0.0,0.6129,92.58,0.8701,0.8701,0.8962,0.8527
